idiom,contents
청빈낙도,한심함
감언이설,칭찬에 인색하지 말자 시절 이후로 칭찬을 들어본다는 것은 거의 하늘의 별따기가 되어버린 것은 아닐까? 연예시절 어떻게든 꼬셔보려고 갖은 [IDIOM]로 예쁘다 멋지다는 표현을 해 본 이후로 남을 칭찬해 본 경험도 흔치 않을 것이다. 자주 듣지도 못하고 하지도 못한 말이
적반하장,발제 귀신이 나타났다! 인턴기자의 아이템 발굴신공
이구동성,산시허난 지역연구 1일차 거대한 지역연구의 시작
삼인성호,"[사자성어 이야기] [sn rn chng h] 석 삼 사람 인 이룰 성 범 호 . 이 이야기는 원래 위혜왕의 무지를 풍자하는 것이었으나, 후대 사람들은 이 이야기를 인용해 ""[IDIOM] ""라는 사자성어를 만들었고, 이것은 헛소문이 진실을 덮는"
이구동성,23. 오 마이 갓! 보일러가 터졌다! 레자크 듄 데 필라 레자크 없이 올라오는 차들을 위해 갑자기 폭설이 내리면 출동하는 긴급 제설차였다. 아무도 없는 야밤에 제설차가 다니다니 우린 [IDIOM]으로 만세를 외치면서 감동 먹고 있었다. 정말 대단한 사람들이다. 제설차가 지나가자 도로엔 말끔히 눈이 치워지고 그 덕
백전백승,나는 면접을 좀 잘 보는 편이다. 면접 담백하게 잘 보는 법
불철주야,"주의 인생은 게임이 아닙니다 새로운 적들을 무찌르면 내가 높아졌다는, 계속 높아지고 있다는, 하늘을 나는 듯한 기분을 느낀다도 느끼지 못할 테고, [IDIOM] 연중무휴 득템을 해나가는 다른 플레이어들에게도 은근히 무시당할 게 뻔하다. 그렇다고 계속해서 더 끝내주는 아이템"
개과천선,[영화리뷰]럭키 어렵지만 영화 장르가 킬러를 소재로 한 따뜻하고 웃긴 코미디인만큼 어떤 식의 내용전개가 될지는 예상이 될거에요. 편한 마음으로 가볍게 보고 기분좋게
감지덕지,요즘 꾸미고 나갈 일 있니? 코로나 시대 치장과 패션 좋겠다. 이제 절대로 다시는 치장에 드는 그 모든 과정과 품에 대해 일절 귀찮아한다거나 불평 따위 일도 하지 않을 것이다. [IDIOM] 여기며 모든 정성을 다하겠다. 꾸밀 이유도 없는데 혼자서 치장하고 셀카 찍는 애처로움보다야 그 편이 훨씬 더 마음
적반하장,"이사 가던 날 아픈 유년의 기억 속으로 어머니를 찾아와 집을 비워줄 것을 요구했다. 어머니는 벌쩍 뛰시며 큰아버지에게 돌려줄 것을 요구했지만, 큰아버지는 [IDIOM]으로 그럼 법대로 해보라며 안 비워주면 팔아버리겠다고 큰소리쳤다. 1년이 넘게 큰집과의 실랑이가 벌어졌지만 결국에는"
불철주야,대마불사로 등극한 사모펀드 대기업 위한 구제금융 [김광기의 '인사이드 아메리카'] 제국이 그들의 배를 불리는 방식 14
환골탈태,"월세방에 권리금이 있다고? 25 벌레 없는 집에 살래요 내가 사는 집은 항상 시세 대비 평균보다 훨씬 뛰어나다는 자부심이 있기 때문이다. 이 집은 특히 내가 셀프 인테리어로 [IDIOM]를 시켜 놓기도 했고, 기본 옵션이 단 하나도 없는 집이라 에어컨을 달고 주문 제작해 조리대를 맞춰 넣기도 할 만큼 구석"
백발백중,물 좋고 싱싱한 등푸른 고등어같은 남자 본다면 나는 마치 목구멍으로 굴 덩이가 넘어오는 것 같은 울음이 밀려와 애써 그걸 삼켜야 했다. 멜로디 만으로도 나는 [IDIOM] 울 수 있었다. 소위 나는 예술적이며 감수성이 풍부한 아이였다. 나의 음악 편력 따위야 다음에 이야기 하기로 하고 나
환골탈태,"페르소나 인간은 누구나 가면을 쓰고 있다 가면을 쓴 나 vs 가면을 벗은 나, 어느 것이 진짜 나일까? 그때 그런 방황과 결정 그리고 행동으로 인해 현재의 내가 있다. 방황하던 그 시간이 내게는 좋은 보약이 되었다. 어찌보면 [IDIOM]할 수 있었던 것 같다. 또 한편 생각해보면 그때 새롭게 만들었던 나의 페르소나도 결국 과거부터 영속해오던 나의"
백발백중,일요일 전용 빵가게
다다익선,모두가 귀한 사람이다. 모두 다 좋은 세상이다
적반하장,이메일에도 퇴고가 필요한 이유 퇴고는 삶에도 필요하다
감지덕지,"망할 놈의 예술을 한답시고 그래! 나는 반쪽짜리다 예술은 여행을 떠나서라도 보고 싶은 소원의 대상이면서도 누군가는 욕하며 지나가는 쓰레기이자, 아니 그것만이라도 되면 [IDIOM]. 아무도 못 알아채는 투명망토를 휘두른 종이며 덩어리고 소음이기도 하다. 예술은 언제나 양극단의 얼굴을 지니고 있다"
대기만성,"""저 그때 정말 힘들었거든요"" 이를 갈고 다짐하던 것은 결국 '취준 포르노'였다"
감지덕지,"발레, 불혹의 남자를 흔들다 [프롤로그] 췄는데 첫 라운드를 통과했다. 어깨가 으쓱했지만 다음 경연에서 바로 떨어졌다. 부상으로 콘서트 티켓을 받았다. 지금은 [IDIOM] 소중한 선물이지만 귀찮아서 남 줘버렸다. 춤추는 것 말고 아무 의욕이 없었다. 무얼 해야겠다는 목표도 없이 고등학교를"
불철주야,"세대별 천차만별 직장인 명절 스트레스 ""30대 워킹맘, 이보다 더 스트레스 받을 순 없다!"" 할 시기이면서 집안일까지 챙겨야 하는 여성 직장인들에게 큰 격려의 박수를 보내고 싶다. 일과 가정을 모두 지키기 위해 [IDIOM] 노력하는 우리의 직장 여성들을 위해 이번 설에는 남자들도 두 팔 걷고 밤이라도 까고, 설거지라도 돕는 건 어떨까 싶다"
수어지교,"관계의 미학, [IDIOM]. 행운은 만들어낼 수 있다. 그래서 항상 운이 좋은 사람과 항상"
삼인성호,"[IDIOM], 듣는 말이 당신이다! [IDIOM] 오늘일기 블챌 사자성어 언어습관 말 한비자 [IDIOM] 사람은 누구나 착각을 하면 산다. 자신이 정말 똑똑한 사람 또는 공정한 사람이라고. 나 또한 그러한 착각에서 쉬이 벗어나지 못한다. 이러한 착각에 빠져 있는 사람의 특징은 '공정성' 또는 '객관성'이 자신의"
적반하장,새우잡이 탈출기 백수 시대
종무소식,재즈같은 만남 아무리 코로나 터널을 지나왔지만 문자나 톡은 왔을텐데 [IDIOM]인 분이 계셔서 전화를 드렸다. 드문 인연이다. 채권단 모임에서 만나게 됐으니까 그 형님은 나와는 비교도 안될만큼 큰 액수가 물린 회사의 전무이셨고 나는
노심초사,호랑이를 잠재우는 법 호랑이가 산다
환골탈태,SIMGOT EN700 PRO 웰메이드 싱글 드라이버 이어폰 등장 Lo의 에 수록된 Influence같은 곡들입니다. 이어팁1로 바꿔 끼운다고 해서 갑자기 전혀 다른 이어폰으로 [IDIOM]하진 않습니다. 하지만 그 약간의 뉘앙스 변화가 해당 곡들에선 제법 큰 차이로 드러납니다. 우선 전체적인 곡의 분위기가
군계일학,"교육컨설팅 08 너는 꿈이 뭐니? 공부에 매진하기로 했다. 아이가 한 말은 다음과 같았다. 거기에 가 보니깐 저는 보통이더라고요. 일반인들 사이에서는 [IDIOM]이었지만, 노래에 재능이 있는 아이들이 모인 공간에서는 평범했던 모양이다. 아이들이 가수, 배우, 모델, 그림, 춤"
백전백승,'까라면 까'가 먹히는 갑옷 리더십 1 사울왕과 손자병법
백전백승,자유로운 영혼은 행복을 이렇게 말했다 그들의 은밀한 움직임이 발각되었다 한다. 어쩌면 상대의 본질과 본성을 파악하려는 습성은 생존을 위한 본능에 가까운 것일지도 모른다. 아마도 지피지기면 [IDIOM]이라는 생존 법칙이 근저에서 작용하고 있을 것이다. 상대의 존재에 대해 묻는 것은 궁극적인 답을 요하는 일이다. 별에게
이구동성,당신 몰랐어? 내가 새장을 들고 다닌걸! 남편의 세계 15
백발백중,"소통의 원 포인트 의 힘 ll 자녀관계 소소한 학급운영, 자녀대화법 볼만 하겠죠? 2. 쪽지 편지 멋진 편지지도 필요치 않습니다. A4용지 14크기를 잘라서 활용합니다 .힘들어 보이는 친구에게는 [IDIOM]입니다. 관심의 끈의 효력이 대단하다고 생각이 듭니다. 말 한마디와 함께 짧은 글을 친구에게 보여주면 그 친구의"
대기만성,"[IDIOM]은 없다, 대기는 면성할 뿐 하루를 보듬는 도덕경 14 덕경편 41장"
감지덕지,"[부산IN신문] 부산문화재단, 동래 [IDIOM]도 마을축제로 모여라! 부산문화재단 부산문화예술교육지원센터는 오는 11일 동래구 희망정류소 일대에서 [IDIOM]도 마을축제를 개최한다고 밝혔다. [IDIOM]도 마을축제는 지역의 예술적 감각 교육을 의미하는 감지와 전통의 덕을 더해 인문 지도를 제작하는 프로젝트로"
종무소식,"취소의 취소는 안되니, 대충 각서나 써줘라? 공인중개사 합격은 처얼쌤"
백발백중,"수능D100[IDIOM] 기원 사격 창원 온 김에 창원국제사격장 에서 [IDIOM] 수능대박을 기원하는 사격체험을 하기로 했다. 7년 전쯤 남편이랑 여기서 공기총, 클레이 산탄총. 수능시험도 떨리겠지만 이렇게 정신집중하야 [IDIOM]으로 목표대학 명중시켜보자! 자.이제 남편의"
노심초사,소방관의 정신건강자살 소방관으로 살아간다는 것
백발백중,"결승선 앞에서 일부러 넘어지는 아이들 소리가 나는 것이다. 형, 누나들이 멀리서도 첫째를 알아보는지 달려온다. 혹시 태권도 학원 다니니?하고 물어보면 [IDIOM]이다. 태권도 학원 막내인 첫째는 이렇게 온 동네의 사랑을 받고 있다. 6살짜리 아이가 4살짜리 첫째를 보며 아 귀여워 아"
노심초사,"우리 엄마는 청소부 EX야쿠르트 아줌마 난다. 엄마를 넘치게 사랑하면서도 엄마의 직업은 숨기고 싶었다. 엄마가 '야쿠르트 아줌마'인 걸 친구들에게 들킬까 봐 [IDIOM]했다. 그 당시 친구들 사이에서 ""야쿠르트 아줌마, 야쿠르트 주세요. 야쿠르트 없으면, 요쿠르트 주세요.""라는 노래"
다다익선,"정당과 정당정치4 정당체계와 선거정치 행정대학원 공공정책 연합 6 최소승자연결 연합 Minimal Connected Winning Coalition 연합의 중간매개자를 가장 강조하면서 50를 넘어서 [IDIOM]의 관점에서 접근한 연합 샤르토리, 정치체계 어떤 정치체계가 일정 기간에 거쳐서 '양당체계'로 유인하는 동력은 다음과"
함흥차사,행복했던 울산에서의 3박 4일 18.12.09
이구동성,공교육 선행금지법은 누구를 위한 법인가? 6. 사교육 시장만 부추키고 있는 선행금지법
백전백승,"중독은 끊어내는 것이 아니라, 역이용하는 것이다 좋은 중독으로 행동을 바꾼 사람들의 두 가지 특징 벗어날 수 없다. 특히, 광고와 마케팅에 쉽게 노출되어 있어서 유혹을 피하기는 더더욱 어려워졌다. 하지만, 지피지기면 [IDIOM]이라는 말은 중독에서도 예외가 아니다. 계획적 중독의 시대에 살아가면서 우리는 어떻게 중독을 해킹해서 역이용할 수"
적반하장,"중국, 미영 정보당국의 산업스파이 경고에 ""[IDIOM]"" 발끈"
적반하장,"11 출근길, 만원버스, 아주머니 분노 역치가 낮은 어느 아침의 기억 그쳐야 문이 닫기고, 문이 닫겨야 엘리베이터가 올라갈 것인데, 삐이 소리를 들으며 ""너희들 안으로 좀 들어가"" 하고 [IDIOM] 고함을 치다니. 아무튼 몇 사람이 지렁이처럼 움직인 결과 그 분을 태우긴 태웠다. 버스는 비상등을 켜고 두 정거장을"
철중쟁쟁,조강지처 우수한 사람이 많다 하여 이라 자랑하는 신하 중에 감찰을 맡아보던 직위의 도 있었다. 그는 당당한 풍채에다 정직하고 온후한 성품으로 사람들의 존경을 받았다. 그 때 광무제에는 미망인이 된 손위누이 공주가 있었는데 항상 위로하며 때를
다다익선,"시범경기서 신예 대거 발굴한 키움 히어로즈 포스트 박병호부터 차세대 마무리까지 품게끔 하기에 충분했다. 고양 히어로즈에서 시즌을 시작할 것으로 예상됐던 선수들이 깜짝 활약을 펼쳤다. 1군 뎁스는 [IDIOM]. 시범경기에서 눈도장을 찍은 신예들이 1군 준 주전으로만 자리 잡아도, 영웅군단은 더 높은 곳을 노려볼 수 있다. 주전"
적반하장,"오랜만에, 인류애 충전 모래알만 한 진실이라도 필자에게도 좋은 일만 있는 건 아니었다. 역무원에게 밀쳐져 비 오는 날 넘어지기도 하고, 배송을 잘못한 배달원에게 [IDIOM]을 당하기도 하며, 아이와 남편을 먼저 여의기도 한다. 하지만 그럼에도 그녀가 세상을 바라보는 시선은 한결같이 따사롭고"
마부작침,"자기계발 강의 100개 들어도 제자리 걸음인 이유 올라가 공부를 계속했습니다. 그는 마음이 흔들릴 때마다 노파의 말을 떠올려 마음을 다잡았습니다. 이것이 사자성어, [IDIOM]입니다. 아무리 재능 있는 자도 오랜 시간 꾸준히 노력하는 사람을 절대 이길 수 없는 법입니다. 한국을 대표하는 문학 작품"
불철주야,북한이탈주민의 행복한 정착을 위해 노력했던 시간들 나의 적십자 다이어리 북한이탈주민 지원사업은 누가 맡더라도 계속될 수밖에 없다. 지금도 멈추지 않고 북한이탈주민의 정착지원을 위해 [IDIOM] 노력하는 분들이 많을 것이다. 그분들의 노력이 결실을 맺어 북한이탈주민의 더 나은 삶의 질 향상이 이루어지길 응원하고 소망
감지덕지,더웠던 시베리아 열차 여행기 17년 7월 아시아에서 유럽으로 넘어가던 어느 시간에서 넘어가던 한국인 파운드케익에 잼을 발라 먹고 기름으로 덕지덕지 발려져 있는 통조림에 포크로 퍼먹는 음식이였다. 그나마 이것도 [IDIOM] 인게 34일동안 예산에 허덕이던 나는 도시락이나 매쉬포테이토로 버티던 나여서 이마져도 기뻤다
적반하장,"사람꽃도 피어야지요 사는 맛 레시피 듯싶기도 하다. 젊은 여자가 뭐가 그리 분했는지 ""경찰 불러""하며 일행에게 소리친다. 할머니들 입장에서는 젊은 여자가 [IDIOM]으로 경찰 부른다면서 큰소리 치니 어이없다는 듯 조용히 앉아 있다. 예의 없는 사람들을 만나면 나와는 무관해도 기분이"
개과천선,"감자를 싸들고 부산연극제를 다녀왔다 공연 예술계에 바치는 찐감자,복길잡화점의 기적"
감지덕지,1등급 얻어낸 것만 해도 [IDIOM]
노심초사,일취월장 점프 실력 이제 고마 좀 해라
감언이설,이런 고백의 일기
다다익선,resume 나를 '요약하다' 더 일찍이 준비했으면 좋았을 것들
철중쟁쟁,"권용찬[IDIOM] 텍본,txt 받기"
개과천선,"테란 연합의 등장과 세 종족의 조우 테란 연합과 짐 레이너 그리고 사라 케리건 스타크래프트 인문학 후에 아버지가 위독하다는 소식을 듣고 찾아갔지만 이미 아버지가 숨을 거둔 뒤였고, 영상으로 남긴 아버지의 유언을 듣고 [IDIOM]을 하게 되죠. 그러다 현상금 사냥꾼과 연합 군대에 의해 체포될 위기에 처하지만 이때 타이커스가 짐 레이너를 도망치게"
이구동성,미래를 자유롭게 떠올려 본다는 것 한병철의 철학으로 다음 시대 희망하기
군계일학,"역사책을 다시 읽다 자치통감 2 권 910 자극하는 것은 반발을 낳는다. 문제는 원하던 원치 않던 내 의지와 상관없이 문제가 생긴다는 것이 문제다. 낭중지추, [IDIOM]이란 말이 타인에게 부러움의 것이라면 스스로에겐 이것이 축복인지 재앙인지 알 수 없다고 생각한다. 그 쓰임과 용도로 인해"
다다익선,"반드시 피해야 할 연애 상대 강한 성욕을 채워줄 수 있는 여자남자를 만나기 위해 안달난 변태사이코, 피해의식과 연민으로 쩔어있는 찌질이, [IDIOM]을 추구하는 문어발 다리, 55 가성비충 남자여자들이 많다. 정상적으로 현실에서 인연을 만날 수 없기 때문에 자신의 본성을"
감지덕지,"김태리의 리틀포레스트, 그리고 귀농시인의"
노심초사,슬픔이 남편을 장악하다 지난겨울에 생긴 일
삼인성호,"고사성어 [IDIOM], 증삼살인 [IDIOM] [IDIOM]는 세 사람이 우기면 없던 호랑이도 만든다. 말도 안되는 소리라도 여럿이 우기면 사실처럼 여겨진다는 의미입니다. 옛날 중국 전국시대에 위나라에 방총이라는 사람이 있었습니다. 꽤 높은 벼슬을 하던 사람이었는데, 방총은 태자와 함께 조나라에 인질로 끌려갑니다"
감언이설,"낀세대 직장인의 인생 이야기59화. [IDIOM] 이렇게 귀가 솔깃하도록 남의 비위를 맞추는 말을 사자성어로 '[IDIOM]'이라고 합니다. 직장생활을 하면서 숱하게 접했고, 지금도 어렵지 않게 접할 수 있습니다. 경쟁에서 살아남기 위해 이런 [IDIOM]은 많은 공동체나 조직에서 존재할 것이라 여겨지며, 영향력을 행사할 수 있는 사람의"
조변석개,"안철수, [IDIOM], 주먹구구가 당론입니까"
적반하장,"세 번째 여행, 월평공원 자신을 찾는 것이 여행이라면, 모두의 여행지는 자신의 지척에 있다 이별'을 택했다. 이제는 연락이 되어야 할 텐데, 왜 연락이 안 되는지 어이가 없을 시점에 가까스로 연락이 닿아 물어보니, [IDIOM]으로 하는 말. ""그만둔 건데요?"" 그때의 나를 되짚어보면 그렇게 상식 밖의 행동을 하는 후배보다, 그런 상황을 만들었던"
이구동성,"'감사'도 노력해야 할까? '절대감사'를 찾아라! 감사함을 느낀다. 사람은 불평도 하고 감사도 하고 살아가는 게 인지상정이다. 그럼에도 불구하고. 모든 성공한 사람들이 [IDIOM]으로 하는 말, 그리고, 성경에 있는 말, 그래! 감사하라잖아 한번 해보고, 또 해보고. 마음의 중심을 신과 일치"
환골탈태,아파트인데 왜 집집마다 다르게 생겼을까 생경한 구조의 체코식 공동주택
백발백중,"김기덕 있다 것에는 성공하지만, 그의 마지막 장면에서 한국인의 새 아침을 여는 백구를 벼농사가 끝난 논에 풀어놓고 총격을 가하지만 [IDIOM]인 그의 총격은 빗나가고 그는 새로운 나라의 상징을 알리는 창국에게 오히려 개죽음을 당한다. 동향 김씨의"
대기만성,사주를 보는 마음
불철주야,4. 김 계장
감언이설,"여보 건강하게 살자, 50일의 성과"
백전백승,"내가 고작 똥 쌍피에 집중할 때. 이해가 필요한 순간 경험이 중요하다는 것을 고스톱에서 배웠는지도 모른다. 나보다 상대를 먼저 파악해야 한다는 것도. 그래, 그걸 지피지기면 [IDIOM]이라고 하던가. 오직 내가 먹을 것에만 집착했던 나보다 한 수 아니, 수십 수 위에 있는 엄마의 계획을 초짜인 나 따위가"
대기만성,우리는 지금보다 나아질 수 있다 마인드셋서평
이구동성,"올해 최고의 디지털 기기들 2016년 최고 최악의 디지털 기기들을 뽑아 봤다 올라온 리스트를 참고로 해 이뤄졌으며, 국내 IT 칼럼니스트들의 도움을 받았다. 1. 2016 최고의 스마트폰 구글 픽셀 [IDIOM]으로 올해 최고의 스마트폰으로 꼽힌 제품은, 바로 구글 픽셀이다. 구글이 직접 만들었다고 내세우면서 나온 이 스마트폰은"
백전백승,"주식은 도박이다 기울어진 운동장에서 발버둥 치기 아니면 자다 일어나서도 미국 증시 상황부터 내가 산 주식 시세, 관련 보도까지 체크를 하는 것 아니겠습니까? 지피지기 [IDIOM]이라는 너무나 뻔한 말이 그냥 나온 것이 아니라 돈을 버는 문제에서도 가장 중요합니다. 잊지 맙시다. '주식은 도박이다"
불철주야,힘들게 붙은 공무원1년 만에그만두는 이유?
백발백중,물에 빠진 사람 구해놨더니 원하기도 전에 먼저 오지랖을 부릴 때가 있다. 선 경험자로서 좋았던 것을 미리 알려주고 도와주려 하지만 이럴 때에는 [IDIOM] 상대가 충분히 고마워하지 않는다며 섭섭한 마음이 들 수 있다. 주로 부모님이 말씀하시고 자식은 듣기 싫어하는 경우와
이구동성,"어른, 그 허상에 대하여 데미안"
환골탈태,"'바뀌고 싶다'는 식상한 다짐, 그 식상한걸 해내려한다 나의 '따라 하기' 연대기"
불철주야,"다리가 없어서 무릎으로 뛴다 간호조무사 우리 엄마 이야기 느끼는 건, 엄마의 크기는 절대 육체적 크기로 한정지을 수 없다는 것이다. 앞으로 엄마는 최소한의 환경만 주어진다면 [IDIOM] 그들을 위해 뛸 생각이라 말한다. 하도 뛰다보니 엄마의 다리는 닳고 닳았다. 하지만, 엄마는 무릎으로 뛴다. 나는 이것을"
이구동성,올 가을엔 '그럼에도 불구하고'
백전백승,"내 애는 그럴 애가 아니야 일탈의 유형 Chapter 2. 경기 중 탈피 [여섯 번째 이야기] 건지려면 그들의 자세한 속내나 일탈 유형, 그리고 세부적인 전개를 파악해 보아야만 한다고 생각한다. 지피지기면 [IDIOM]이라고 했다. 일탈의 유형 알다시피 이들은 일반적인"
환골탈태,"존 레넌 전시가 알려주지 않은 3가지 이야기 전 리뷰 레넌은 재결합 후 바로 아이를 가지게 된다. 아들이 태어난 후, 레넌은 전시에 소개된 것처럼 가정적인 남자로 '[IDIOM]'한다. 그의 과거 행보를 돌이켜 보면 참 믿기 힘든 반전이다. 애니 레보비츠가 찍은 유명한 이 사진은 레넌이 암살당하기"
불철주야,"그렇게 바쁘게만 산다고 문제가 해결이 돼? si vales bene, valeo 수밖에 없다. 물론 가장 중요한 것은 따뜻한 말 한마디, 수고하세요, 감사합니다 라는 말도 좋지만, 나라와 국민을 위해서 [IDIOM] [IDIOM]한다는 정치인들이 나서서 분류작업이든, 적절한 택배 노동시간제한이든 법과 제도를 바꾸고 만들어야 한다"
이구동성,"Part 2. 남미 자전거 여행 Per 출발 그리고 페루 Cusco 그 위에 재건축한 것이라 하니 스페인 해적 새끼들이라 하고 싶다. 한인 식당에서 밥을 먹다가 다른 여행객들의 얘기를 듣는데 [IDIOM]으로 세계 속의 명소 중 어디를 갔다 왔으며, 얼마나 쌌는가에 대한 이야기뿐이라 듣기가 싫었다. 소주를 몇 잔"
환골탈태,"버티는 게 치욕은 아니다 실무자형 인간의 미래 1인 브랜드의 꿈은 당신에겐 맞지 않을 수도 있다 준비하라고들 한다. 지금까지 익숙했던 삶의 방식, 일의 가치관을 바꿔야 새로운 인생이 열린다고도 한다. 하지만 이런 [IDIOM]를 해도 성공은 보장하지 못한다고 한다. 각종 자격증, 대학원 진학, 창업 컨설팅, 국가 지원사업 설명회를 부지런히"
대기만성,"엄마가 없는 사이, 딸은 살림에 도통했네 입으로 들어가던 요리란 요리는 거의 다 받아먹기만 했었으니까. 그런데 요즘 이 아이가 변하고 있다. 서른 즈음의 [IDIOM] 천재형까지는 아니더라도, 괄목할 만큼 살림살이 실력이 늘고 있다. 그것에도 명백한 이유는 있다. 한동안 집안 살림을 도맡아"
다다익선,5년 차 디자이너 웹 포트폴리오 리뉴얼 제작기 EP.02 디자인
삼인성호,"세 사람이 입을 맞추면 호랑이도 만들어낼 수 있다 조우성 변호사의 생활인문학 세 사람이 입을 맞추면 호랑이도 만들어낼 수 있다. [IDIOM], 세 사람이 입을 맞추면 없던 호랑이도 만들어 낸다는 의미다. 하물며 서로 첨예하게 이해가 대립되는 상황에서는 더 그렇지 않겠는가. 만일 당신과 대립하는 사람들이 호랑이를"
군계일학,재미있는 일이라면 뭐든지 가르쳐드립니다 합자회사 2화 노희준
수적천석,"스위스 기차와 한국 기차는 달라요, 아주 많이요 가장 효과적인 습관 형성 방법 책들이 많이 보인다. 아주 작은 습관의 힘, 지속하는 힘, 습관의 완성 등. 인생을 살아감에 있어서 습관은 매우 중요하다. [IDIOM]이란 말도 있지 않나. 떨어지는 물방울이 돌에 구멍을 낸다는 뜻으로, 아무리 작은 것이라도 오랜 기간 쌓이면 그 힘을"
군계일학,"사실상 [IDIOM] 이재명의 행정, 할많하않 요즘 이슈"
백전백승,"움츠러든 모든 희망에게 전하는 싱그러운 물줄기 어디서나 잘 자라날 그대들에게, 영화"
감지덕지,"도서공간기획자 서점탐방 츠타야 VS 츠타야 스타일 츠타야와 츠타야스타일은 다르다 돈'의 장이 되며 명소로서 유입되는 '프로의 돈'의 가치를 키우지 못한다. 지역에서 이러한 공간이 있다는 것만으로도 [IDIOM] 외국사례를 보며 부러워만 할 뿐이다. 100번은 더 가고 싶은 곳, 츠타야Tsite 둘의 차이를 가르는건 그 안을 구성하고 있는"
환골탈태,2022년 5월의 런던 살아있는 자와 살아남은 자들
불철주야,21.12.02. 아케인 연작 4. 케이틀린 한 사람이 두 사람이 되며
수어지교,아피스 [IDIOM] 진 빼기식 최고급 중층낚시대 최고의 로드와 최고의 기술력으로 만들어진 중층 낚시대 아피스 [IDIOM] 진 빼기식은 최고급 중층내림대로 9척에서 18척까지 출시가 되어 있어요. 고탄성 46톤 카본을 채택하여 최고의 휨새를 완성한 제품으로 한층 더 빠르게 공략 할 수 있으며 제어 능력이 뛰어나며 손맛까지 아주 좋은
군계일학,덕통 사고의 전말
백전백승,[아빠 관점 육아] 부부의 육아 진통을 해결하는 방법 내 자식 키우는 일을 '도와주는' 부모는 없다
이구동성,"중국 개혁기 농촌 여성의 삶 돌아가는지 모르고, 집안에 무슨 사소한 일이라도 발생했다 하면 대뜸 농약부터 마시려고 하기 때문에 자살률이 높다고 [IDIOM]으로 말한다. 그러나 경제적 곤란, 친척과 이웃 간의 질투, 배우자의 혼외정사와 도박, 강요된 혼인 등과 같은 일들이 여성들"
감언이설,연애 고민 의심
환골탈태,"관계 때문에 속상한 날 마음이 뻥 뚫린 것처럼 힘들죠? 질문들이 나를 괴롭히고 힘들게 합니다. 하지만 내가 할 수 있는 것은 없어 보입니다. 내가 마더 테레사 같은 인물로 [IDIOM]하는 게 아니라면 말이죠. 그래서 놓는 법을 배워야겠다는 생각이 들지만 그게 머리에서 정리한 만큼, 가슴에서는 쉽사리 되지"
감언이설,"[D35] 이혼하러 갑니다 부정분노공포[흥정]수용 그들의 말이 어이가 없었다. 그런데, 더 어이없는 일은 그 다음에 일어났다. 나중에 알고보니, 앞에서는 나에게 [IDIOM]로 이혼을 종용 하면서, 뒤에서는 자신의 딸이 외국에 나갈 수 있는 준비를 다 했던 것이다. 정말 허울 좋은 사람들이었다. 외부"
백전백승,"그들은 우리에게 입시공부를 왜 강요할까? 근데 이 사람들도 사람이라면 공부가 싫지 않았을까? 근데 왜 우리한테는 공부하라고 강요만 하는 것일까? 지피지기면 [IDIOM]이라 했다. 그들의 생각에 반대표를 던지기 위해, 20년 전의 대한민국의 상황에 대해 알아보자. 기성세대가 살아온 삶 이 당시"
함흥차사,선생님도 몰래보는 고사성어 숨은 뜻 이야기 논리적이고 창의적인 사고의 기본은 바로 어휘! 화룡점정 홍일점 난형난제 우공이산 [IDIOM] [IDIOM] 대동소이 다양한 상황에서 자주 쓰이는 고사성어 [IDIOM] [IDIOM] 등용문 무릉도원 문전성시 오십보백보 중과부적 계란유골 고육지책 파죽지세 일거양득
마부작침,자기계발 강의 100개 들어도 제자리 걸음인 이유
백발백중,"첫 번째! 신현묵, 임석영의 [IDIOM]! 첫 번째 팟캐스트가 올라갔습니다 ch1774012 기분이 미묘하네요. 스타트업과 창업과 관련된 에피소드, 뒷 이야기. 그 주변의 이야기들에 대해서. 꽤 많은 수다를. 이번 주에 두 번째 녹음 들어갑니다. 그동안 브런치에서 다 하지 못했던. 문장으로"
노심초사,들려주고 싶은 소리 내가 하는 말에 대하여
다다익선,"공무원 시험, 필기편 12. 11월12월 것이 없습니다. 다만, 해설이 잘 되어있는 책들을 잘 찾아다니시라는 것이 팁아닌 팁이라고 볼 수 있겠습니다. 그리고 [IDIOM], 최대한 많이 풀어보는 것, 많이 분석해보는 것, 많이 읽어보는 것이 중요하다고 할 수 있겠습니다. 제가 국사 공부"
이구동성,"동치미 맛있어져라! 얍얍! 배추, 무, 얼갈이의 화려한 변신을 기다리며"
백전백승,조금 다르게 살아보고 싶어
환골탈태,다이어트에 성공한 디자이너의 김연아식 멘탈 관리 비법 다이어트 고수를 만나다. 7편 마리 님 다이어트 에피소드 하나 부탁드려요! 제가 바디 프로필 성공한 모습을 보고 도전할 용기를 얻었다는 친구
다다익선,"서비스 기획, 시작하는 취준생을 위한 현직자의 Tip 기능 정의, 사용자 흐름을 설계하는 일입니다. 서비스를 많이 사용해보면서 분석해 보는 것만큼 좋은 공부는 없어요. [IDIOM], 기록을 멈추지 마세요 마지막으로 공모전을 참여할 수 있는 기회가 있다면 해보는 것도 좋고 같이 공부하는 사람들끼리"
